Gene ID	Gene Name	poly(A)+ Half-life	Total Half-life	Lower limit	Upper limit
YDL141W	BPL1	2.7	7.7	6.3	12.9
YDL142C	CRD1	8.9	9.7	7.6	15.1
YDL143W	CCT4	3.5	13.0	8.0	20.7
YDL144C		3.4	8.5	6.4	13.5
YDL147W	RPN5	6.6	14.8	10.0	23.1
YDL148C	NOP14	1.8	4.5	4.1	6.1
YDL149W	ATG9	9.0	15.0	9.2	26.8
YDL150W	RPC53	2.3	4.1	3.7	5.2
YDL153C	SAS10	3.1	8.5	7.2	11.9
YDL154W	MSH5	11.2	25.0	18.7	36.6
YDL155W	CLB3	2.4	6.4	5.1	11.2
YDL156W	CMR1	2.1	4.8	4.1	7.9
YDL159W	STE7	4.6	6.4	5.3	9.9
YDL160C	DHH1	4.8	49.7	35.7	76.0
YDL160C-A	MHF2	3.1	6.9	5.5	9.6
YDL161W	ENT1	4.5	9.7	6.8	15.9
YDL164C	CDC9	2.5	12.9	9.2	20.5
YDL165W	CDC36	2.9	7.6	5.1	11.1
YDL166C	FAP7	1.8	2.8	2.6	3.6
YDL167C	NRP1	1.2	2.8	2.6	4.1
YDL169C	UGX2	8.6	11.8	8.6	18.2
YDL170W	UGA3	3.4	4.8	4.2	7.6
YDL173W	PAR32	3.8	6.3	5.6	8.7
YDL174C	DLD1	2.5	5.4	4.7	7.0
YDL175C	AIR2	10.3	14.8	10.3	21.5
YDL176W		1.9	3.6	3.0	6.8
YDL178W	DLD2	2.5	5.7	5.0	8.7
YDL179W	PCL9	2.6	4.8	3.6	7.8
YDL182W	LYS20	1.7	3.5	3.2	4.4
YDL188C	PPH22	4.3	11.9	9.1	16.9
YDL189W	RBS1	1.9	3.2	2.8	5.2
YDL190C	UFD2	6.1	45.7	25.6	76.1
YDL192W	ARF1	4.7	21.9	18.2	25.9
YDL193W	NUS1	29.9	41.0	19.9	102.7
YDL197C	ASF2	5.9	6.5	5.3	8.9
YDL198C	GGC1	2.1	5.0	4.2	7.4
YDL200C	MGT1	2.8	5.5	4.3	9.8
YDL201W	TRM8	2.0	3.2	2.9	4.5
YDL202W	MRPL11	3.5	5.2	4.6	7.7
YDL203C	ACK1	1.9	3.4	3.1	5.4
YDL205C	HEM3	2.4	4.0	3.4	6.7
YDL207W	GLE1	2.1	3.3	3.0	4.5
YDL208W	NHP2	1.5	2.4	2.3	3.2
YDL209C	CWC2	0.9	1.8	1.7	2.4
YDL210W	UGA4	2.4	9.3	6.7	17.6
YDL212W	SHR3	2.6	5.0	4.5	6.6
YDL213C	NOP6	4.1	8.0	6.8	9.8
YDL215C	GDH2	7.1	47.0	36.6	62.7
YDL216C	RRI1	4.4	10.2	7.8	17.4
YDL217C	TIM22	1.8	4.1	3.9	5.6
YDL219W	DTD1	5.5	16.1	11.1	19.6
YDL220C	CDC13	6.1	16.7	12.3	29.8
YDL224C	WHI4	5.0	6.5	5.5	13.0
YDL225W	SHS1	2.5	5.4	4.9	8.1
YDL226C	GCS1	2.7	6.3	5.1	9.1
YDL229W	SSB1	2.9	51.6	36.8	71.0
YDL234C	GYP7	8.0	25.6	15.5	39.5
YDL235C	YPD1	3.6	6.7	5.1	12.1
YDL236W	PHO13	2.1	4.0	3.7	5.0
YDL237W	AIM6	6.2	20.4	18.0	25.4
YDL238C	GUD1	7.3	28.0	20.0	37.9
YDL239C	ADY3	17.6	54.0	28.0	364.0
YDL248W	COS7	2.7	10.2	8.1	15.8
YDR002W	YRB1	7.6	30.4	22.9	44.3
YDR003W	RCR2	4.7	5.4	4.6	7.9
YDR004W	RAD57	6.5	22.7	13.9	52.1
YDR005C	MAF1	3.5	5.1	4.1	9.2
YDR006C	SOK1	4.5	6.0	5.1	10.0
YDR007W	TRP1	5.3	12.8	10.0	16.8
YDR009W	GAL3	7.5	7.7	6.1	12.3
YDR011W	SNQ2	10.4	26.2	17.8	39.0
YDR012W	RPL4B	3.7	13.8	10.2	17.4
YDR013W	PSF1	2.4	5.9	4.4	9.7
YDR014W	RAD61	2.2	3.7	3.3	6.4
YDR016C	DAD1	4.9	5.5	4.1	8.7
YDR017C	KCS1	2.2	4.8	4.2	7.8
YDR019C	GCV1	2.2	6.3	4.9	11.5
YDR021W	FAL1	1.9	3.2	3.0	4.5
YDR022C	ATG31	3.7	7.7	6.2	11.1
YDR023W	SES1	2.6	12.6	10.1	18.9
YDR025W	RPS11A	3.0	10.7	8.7	13.5
YDR026C	NSI1	2.5	4.3	3.7	7.2
YDR028C	REG1	6.8	40.8	24.9	66.4
YDR030C	RAD28	6.8	6.2	4.5	10.6
YDR031W	MIC14	5.4	8.6	6.4	13.1
YDR033W	MRH1	2.5	10.9	9.3	14.3
YDR034C	LYS14	2.4	3.8	3.6	7.8
YDR035W	ARO3	3.1	14.7	11.0	20.5
YDR036C	EHD3	2.5	8.7	6.8	13.8
YDR037W	KRS1	3.7	27.6	18.6	41.3
YDR041W	RSM10	3.7	5.6	4.6	7.9
YDR043C	NRG1	16.4	34.2	19.2	83.0
YDR044W	HEM13	2.3	7.1	6.0	9.1
YDR045C	RPC11	2.3	3.2	3.0	4.3
YDR046C	BAP3	0.8	1.7	1.8	2.6
YDR047W	HEM12	2.7	4.5	4.1	6.4
YDR049W	VMS1	1.4	3.2	2.9	4.5
YDR050C	TPI1	4.6	24.7	19.7	30.1
YDR051C	DET1	4.0	7.1	5.5	11.3
YDR052C	DBF4	2.5	4.3	3.6	7.2
YDR054C	CDC34	4.0	6.7	5.7	10.0
YDR055W	PST1	2.6	6.3	5.7	8.5
YDR057W	YOS9	2.4	6.9	5.3	12.8
YDR058C	TGL2	6.8	11.4	9.0	16.1
YDR059C	UBC5	3.9	4.9	3.9	8.3
YDR060W	MAK21	1.9	7.6	6.3	11.9
YDR062W	LCB2	2.4	5.8	5.1	8.5
YDR063W	AIM7	6.5	11.4	8.3	16.9
YDR064W	RPS13	4.8	29.3	21.0	47.6
YDR068W	DOS2	3.9	5.9	4.5	12.2
YDR069C	DOA4	13.5	29.3	19.7	42.6
YDR071C	PAA1	4.7	7.0	6.0	10.5
YDR072C	IPT1	2.0	2.6	2.6	3.7
YDR073W	SNF11	2.5	3.9	3.8	5.0
YDR075W	PPH3	1.1	1.3	1.4	2.6
YDR076W	RAD55	11.9	14.5	10.0	24.7
YDR078C	SHU2	12.3	11.8	8.0	22.2
YDR079C-A	TFB5	5.2	8.6	5.7	15.2
YDR079W	PET100	3.7	5.7	4.2	8.2
YDR083W	RRP8	1.2	2.3	2.2	3.9
YDR084C	TVP23	4.2	14.8	10.0	22.8
YDR085C	AFR1	4.3	6.4	4.8	11.3
YDR086C	SSS1	4.0	10.9	9.0	14.1
YDR087C	RRP1	3.0	5.4	4.6	6.8
YDR088C	SLU7	2.9	3.9	3.6	5.5
YDR091C	RLI1	1.6	4.8	4.2	6.6
YDR092W	UBC13	4.6	7.5	5.6	10.3
YDR093W	DNF2	3.6	6.7	5.6	10.1
YDR096W	GIS1	5.4	9.1	7.0	15.5
YDR097C	MSH6	2.6	14.6	11.3	20.3
YDR098C	GRX3	4.4	13.3	10.9	16.5
YDR099W	BMH2	6.1	29.4	21.8	37.7
YDR100W	TVP15	8.1	10.1	7.8	13.7
YDR101C	ARX1	1.8	4.7	4.2	6.5
YDR103W	STE5	8.9	16.7	11.0	24.5
YDR104C	SPO71	2.4	3.4	3.1	5.5
YDR105C	TMS1	5.0	6.8	5.9	9.8
YDR107C	TMN2	2.4	6.3	5.8	7.8
YDR108W	TRS85	2.5	3.4	3.1	5.2
YDR110W	FOB1	3.9	6.7	4.9	13.5
YDR113C	PDS1	3.5	3.4	3.2	4.9
YDR115W		3.9	4.8	4.1	8.1
YDR116C	MRPL1	4.3	5.7	4.7	8.3
YDR117C	TMA64	3.6	5.9	5.3	9.0
YDR118W	APC4	6.9	15.5	8.8	23.2
YDR120C	TRM1	1.4	3.1	2.9	4.0
YDR121W	DPB4	2.7	5.7	5.0	7.4
YDR122W	KIN1	11.3	37.6	23.3	76.5
YDR125C	ECM18	6.6	8.8	6.4	16.3
YDR126W	SWF1	3.5	4.6	4.2	7.2
YDR127W	ARO1	3.4	40.6	32.3	52.0
YDR128W	MTC5	4.5	44.1	21.6	82.3
YDR130C	FIN1	4.8	12.8	8.9	21.4
YDR132C		6.5	6.4	5.2	12.8
YDR135C	YCF1	4.7	18.1	14.4	23.4
YDR139C	RUB1	3.7	6.9	6.0	9.6
YDR141C	DOP1	7.8	46.9	31.9	79.7
YDR143C	SAN1	4.2	7.8	5.3	15.0
YDR144C	MKC7	1.8	3.7	3.4	5.4
YDR145W	TAF12	5.0	8.9	6.3	13.5
YDR146C	SWI5	3.7	3.9	3.7	4.8
YDR147W	EKI1	2.3	4.4	4.0	6.2
YDR148C	KGD2	4.4	17.1	12.2	25.1
YDR150W	NUM1	14.4	39.4	24.7	70.4
YDR152W	GIR2	4.0	8.0	6.4	14.8
YDR153C	ENT5	4.1	6.2	5.3	9.5
YDR155C	CPR1	9.5	21.4	16.1	31.2
YDR156W	RPA14	2.3	5.9	4.9	8.9
YDR158W	HOM2	4.8	42.1	32.9	56.1
YDR159W	SAC3	4.1	6.6	5.4	11.8
YDR160W	SSY1	8.1	13.7	8.9	21.8
YDR162C	NBP2	4.7	5.0	4.2	9.1
YDR163W	CWC15	4.9	10.3	7.5	19.0
YDR164C	SEC1	2.5	7.3	5.6	12.1
YDR165W	TRM82	2.1	4.3	3.8	6.4
YDR167W	TAF10	2.8	4.8	4.3	6.6
YDR168W	CDC37	7.6	53.7	29.5	113.9
YDR170C	SEC7	5.1	53.4	35.6	82.2
YDR172W	SUP35	3.7	30.5	16.6	54.7
YDR174W	HMO1	3.4	9.4	7.4	13.6
YDR175C	RSM24	3.6	4.9	3.6	8.2
YDR176W	NGG1	2.5	3.6	3.3	5.3
YDR177W	UBC1	9.1	20.4	16.1	26.0
YDR178W	SDH4	9.1	17.6	11.4	25.2
YDR180W	SCC2	2.8	7.9	6.0	11.8
YDR181C	SAS4	2.5	3.2	3.0	5.2
YDR182W	CDC1	4.9	8.2	6.6	12.4
YDR186C		3.5	5.8	4.3	10.8
YDR188W	CCT6	2.2	8.1	6.3	11.2
YDR189W	SLY1	4.4	21.3	12.9	34.9
YDR190C	RVB1	2.5	6.5	5.5	10.0
YDR191W	HST4	2.3	4.6	3.4	7.7
YDR192C	NUP42	2.2	4.8	4.1	8.1
YDR194C	MSS116	4.1	4.4	3.4	7.9
YDR195W	REF2	22.1	21.4	12.9	38.3
YDR196C	CAB5	6.7	14.1	10.0	24.1
YDR197W	CBS2	6.3	9.9	7.1	18.2
YDR198C	RKM2	1.7	2.9	2.7	4.6
YDR200C	VPS64	7.7	13.1	8.8	21.8
YDR201W	SPC19	4.0	5.9	4.7	10.9
YDR202C	RAV2	12.5	20.0	15.6	30.9
YDR204W	COQ4	15.7	27.0	20.0	40.9
YDR205W	MSC2	2.3	6.4	4.8	13.4
YDR207C	UME6	3.5	7.2	6.1	9.6
YDR208W	MSS4	4.6	7.6	6.5	10.4
YDR211W	GCD6	2.5	8.2	6.7	15.0
YDR212W	TCP1	3.1	11.2	8.7	15.2
YDR213W	UPC2	19.6	25.5	18.6	41.0
YDR217C	RAD9	2.3	8.1	6.4	14.6
YDR219C	MFB1	8.9	13.7	7.6	20.8
YDR221W	GTB1	4.1	15.6	12.0	20.2
YDR224C	HTB1	1.9	3.8	3.4	5.4
YDR225W	HTA1	1.0	2.3	2.2	3.0
YDR226W	ADK1	4.0	16.5	13.8	22.0
YDR227W	SIR4	3.0	5.1	4.1	8.7
YDR228C	PCF11	11.6	52.9	28.6	187.0
YDR229W	IVY1	4.7	6.7	5.8	9.5
YDR231C	COX20	4.1	6.9	5.1	10.5
YDR232W	HEM1	2.0	4.3	4.0	5.7
YDR233C	RTN1	3.0	6.7	5.9	8.5
YDR234W	LYS4	2.3	12.2	9.7	16.3
YDR235W	PRP42	3.5	3.9	3.5	6.4
YDR236C	FMN1	4.8	10.2	7.0	22.4
YDR237W	MRPL7	3.6	5.3	4.7	8.6
YDR239C		2.7	7.0	6.0	10.1
YDR240C	SNU56	1.3	3.4	3.1	4.9
YDR242W	AMD2	2.7	4.6	4.1	7.2
YDR243C	PRP28	2.5	5.6	5.0	8.5
YDR244W	PEX5	11.1	27.3	20.1	33.2
YDR245W	MNN10	2.3	3.5	3.2	5.5
YDR246W	TRS23	7.0	10.6	8.9	14.7
YDR247W	VHS1	17.8	13.8	8.0	23.6
YDR251W	PAM1	3.8	6.1	5.1	9.3
YDR252W	BTT1	3.4	5.0	4.1	8.0
YDR255C	RMD5	7.5	31.8	18.8	50.1
YDR260C	SWM1	3.5	7.6	6.0	12.8
YDR261C	EXG2	8.1	26.6	19.2	36.5
YDR264C	AKR1	3.9	7.0	5.4	14.2
YDR267C	CIA1	1.4	3.4	3.0	4.9
YDR268W	MSW1	2.4	4.5	4.0	6.6
YDR270W	CCC2	3.6	5.1	4.2	9.5
YDR272W	GLO2	5.1	13.7	10.5	17.8
YDR275W	BSC2	3.5	5.1	4.7	7.2
YDR276C	PMP3	3.4	10.0	8.1	13.2
YDR277C	MTH1	9.8	8.2	6.5	14.4
YDR279W	RNH202	2.1	4.0	3.8	5.2
YDR280W	RRP45	2.0	2.4	2.4	4.2
YDR284C	DPP1	3.8	6.9	5.7	9.7
YDR285W	ZIP1	7.7	9.9	7.5	16.9
YDR287W	INM2	7.5	16.4	12.1	21.6
YDR288W	NSE3	5.3	6.9	5.2	11.2
YDR289C	RTT103	2.6	5.5	4.5	10.3
YDR291W	HRQ1	2.1	4.4	3.8	7.1
YDR292C	SRP101	3.6	9.8	7.9	15.3
YDR293C	SSD1	4.2	33.7	20.5	50.6
YDR295C	HDA2	5.1	7.3	6.0	11.4
YDR296W	MHR1	4.0	5.8	4.9	8.1
YDR297W	SUR2	2.0	4.0	3.7	5.5
YDR298C	ATP5	3.3	6.9	6.1	10.1
YDR299W	BFR2	1.7	3.8	3.5	5.1
YDR300C	PRO1	1.6	3.2	3.0	4.3
YDR302W	GPI11	1.9	3.3	3.2	4.8
YDR303C	RSC3	3.8	7.8	5.7	17.2
YDR304C	CPR5	12.0	40.5	27.3	70.9
YDR308C	SRB7	2.0	3.3	2.9	5.0
YDR309C	GIC2	2.5	4.9	4.0	8.7
YDR310C	SUM1	3.6	7.5	6.3	10.9
YDR311W	TFB1	1.2	3.0	2.5	4.5
YDR312W	SSF2	1.7	3.4	3.2	4.0
YDR313C	PIB1	14.6	20.9	15.1	34.1
YDR314C	RAD34	25.5	23.5	16.6	33.5
YDR315C	IPK1	3.3	8.7	6.2	14.2
YDR316W	OMS1	3.7	4.6	3.9	8.7
YDR318W	MCM21	7.6	27.0	13.8	46.7
YDR320C	SWA2	3.6	10.2	7.4	16.7
YDR320C-A	DAD4	2.4	5.2	4.8	6.7
YDR321W	ASP1	3.3	15.5	13.2	21.1
YDR322C-A	TIM11	4.0	10.5	7.8	16.8
YDR322W	MRPL35	2.2	3.6	3.4	4.9
YDR323C	PEP7	3.5	5.0	4.0	8.1
YDR324C	UTP4	1.3	2.5	2.4	3.1
YDR325W	YCG1	2.8	8.0	6.1	15.0
YDR326C	YSP2	4.8	10.7	7.4	22.9
YDR328C	SKP1	10.1	23.9	17.6	33.2
YDR329C	PEX3	7.6	14.2	10.4	20.4
YDR330W	UBX5	10.8	21.1	15.1	29.5
YDR331W	GPI8	3.5	4.4	3.8	7.5
YDR332W	IRC3	4.9	6.4	5.3	11.6
YDR333C	RQC1	4.8	7.1	5.5	12.8
YDR334W	SWR1	6.5	6.9	5.6	12.0
YDR337W	MRPS28	3.4	4.7	4.0	8.0
YDR339C	FCF1	2.7	3.5	3.2	4.9
YDR341C		3.7	57.6	41.2	84.0
YDR345C	HXT3	2.8	5.8	5.4	7.5
YDR346C	SVF1	3.0	6.8	5.9	9.4
YDR347W	MRP1	4.1	6.8	5.3	9.9
YDR348C	PAL1	2.7	4.6	3.9	6.1
YDR349C	YPS7	3.2	7.4	5.9	13.2
YDR350C	ATP22	4.3	5.8	4.6	10.8
YDR352W	YPQ2	3.7	7.9	6.0	16.2
YDR353W	TRR1	3.6	12.8	10.6	17.1
YDR354W	TRP4	2.1	4.4	3.9	6.5
YDR356W	SPC110	2.4	3.7	3.3	6.5
YDR357C	CNL1	6.7	14.7	12.2	19.6
YDR361C	BCP1	1.7	3.3	3.1	4.5
YDR362C	TFC6	2.3	5.2	4.6	8.3
YDR363W	ESC2	1.9	3.2	3.0	4.7
YDR363W-A	SEM1	5.0	11.7	9.0	15.9
YDR365C	ESF1	2.0	4.8	4.4	6.2
YDR367W	KEI1	2.1	3.1	2.9	4.0
YDR368W	YPR1	6.4	57.9	39.5	98.2
YDR369C	XRS2	2.4	3.7	3.2	6.9
YDR370C	DXO1	1.0	2.2	2.1	4.4
YDR372C	VPS74	6.3	19.0	13.9	27.8
YDR373W	FRQ1	4.7	14.3	10.3	22.1
YDR374W-A	WIP1	4.3	9.0	6.9	11.4
YDR375C	BCS1	3.5	4.6	4.2	6.9
YDR376W	ARH1	6.6	12.2	8.5	16.4
YDR377W	ATP17	6.2	10.1	7.5	15.5
YDR378C	LSM6	3.5	7.8	6.9	10.4
YDR379C-A		9.8	11.0	7.3	17.1
YDR379W	RGA2	4.6	7.3	5.7	14.1
YDR381C-A		4.2	4.6	4.0	6.9
YDR381W	YRA1	2.3	5.1	4.3	6.4
YDR382W	RPP2B	5.7	22.8	17.8	28.8
YDR384C	ATO3	3.6	6.9	5.9	10.3
YDR386W	MUS81	3.7	5.7	4.9	9.3
YDR388W	RVS167	10.7	44.6	31.7	78.8
YDR389W	SAC7	2.1	3.6	3.4	5.2
YDR390C	UBA2	3.2	5.5	4.9	7.7
YDR392W	SPT3	4.5	6.7	5.7	9.4
YDR393W	SHE9	3.8	6.2	4.7	10.6
YDR394W	RPT3	5.0	13.6	9.2	24.0
YDR395W	SXM1	3.9	51.5	31.1	113.1
YDR398W	UTP5	1.7	2.9	2.8	3.9
YDR399W	HPT1	1.1	1.6	1.6	2.2
YDR400W	URH1	3.2	5.2	4.4	7.5
YDR404C	RPB7	4.2	5.0	4.3	9.3
YDR405W	MRP20	3.4	6.6	5.7	8.9
YDR406W	PDR15	5.9	19.9	16.5	26.6
YDR408C	ADE8	3.2	7.0	6.1	8.9
YDR409W	SIZ1	12.5	19.7	11.4	35.7
YDR410C	STE14	1.9	2.4	2.3	3.9
YDR411C	DFM1	7.4	12.4	9.4	17.5
YDR412W	RRP17	1.4	2.5	2.3	3.1
YDR416W	SYF1	2.1	4.8	4.1	8.8
YDR418W	RPL12B	3.7	18.3	14.1	22.6
YDR419W	RAD30	1.3	2.2	2.1	3.2
YDR420W	HKR1	2.5	5.4	4.8	8.8
YDR421W	ARO80	4.3	21.7	14.7	30.6
YDR422C	SIP1	7.9	21.7	14.5	30.3
YDR423C	CAD1	4.6	12.5	9.5	18.4
YDR425W	SNX41	24.6	38.6	20.1	97.9
YDR427W	RPN9	6.9	44.8	25.9	94.5
YDR429C	TIF35	2.3	4.9	4.3	6.7
YDR430C	CYM1	8.5	51.5	32.9	89.8
YDR432W	NPL3	3.5	40.2	25.2	66.2
YDR434W	GPI17	4.6	9.4	7.6	14.7
YDR435C	PPM1	4.1	6.8	5.9	8.3
YDR436W	PPZ2	4.6	8.3	6.2	12.9
YDR437W	GPI19	2.3	1.1	1.0	3.4
YDR438W	THI74	2.5	4.7	3.4	8.0
YDR440W	DOT1	1.9	2.8	2.5	4.5
YDR441C	APT2	2.2	4.1	3.5	6.0
YDR447C	RPS17B	4.3	16.2	13.6	20.4
YDR448W	ADA2	8.7	17.8	11.7	32.3
YDR449C	UTP6	1.1	2.1	2.0	3.0
YDR450W	RPS18A	5.9	29.4	23.4	38.4
YDR451C	YHP1	1.1	2.5	2.4	3.8
YDR452W	PPN1	6.1	8.1	6.8	12.0
YDR453C	TSA2	12.7	50.6	30.4	117.2
YDR454C	GUK1	9.7	58.4	42.6	83.0
YDR456W	NHX1	3.7	8.6	7.3	12.2
YDR458C	HEH2	3.4	4.2	3.7	8.2
YDR460W	TFB3	4.0	5.2	4.1	9.3
YDR462W	MRPL28	6.5	11.7	8.7	16.8
YDR463W	STP1	4.5	6.5	5.1	11.4
YDR464W	SPP41	2.7	5.5	4.7	9.1
YDR465C	RMT2	2.0	3.4	3.2	4.4
YDR466W	PKH3	5.2	11.2	6.7	19.2
YDR468C	TLG1	3.6	7.7	6.2	13.2
YDR469W	SDC1	2.5	6.6	5.6	9.5
YDR471W	RPL27B	1.8	5.2	4.5	6.8
YDR472W	TRS31	1.1	2.6	2.5	5.0
YDR475C	JIP4	7.1	12.3	10.0	17.6
YDR477W	SNF1	3.9	6.4	5.2	12.0
YDR479C	PEX29	5.0	14.2	10.0	21.4
YDR480W	DIG2	4.5	4.0	3.6	5.8
YDR481C	PHO8	4.1	12.4	10.4	16.0
YDR482C	CWC21	2.8	4.7	3.7	6.9
YDR483W	KRE2	5.4	32.0	24.6	44.1
YDR484W	VPS52	4.1	4.9	4.0	10.0
YDR485C	VPS72	4.5	8.2	5.9	15.4
YDR486C	VPS60	2.7	6.9	6.0	9.2
YDR487C	RIB3	2.9	8.1	6.9	10.2
YDR488C	PAC11	4.9	13.8	8.4	22.9
YDR489W	SLD5	3.8	14.6	8.3	20.2
YDR490C	PKH1	6.0	15.7	10.8	22.2
YDR492W	IZH1	4.0	7.3	6.3	9.7
YDR493W	MZM1	2.2	3.4	3.0	4.7
YDR494W	RSM28	4.3	4.7	4.3	7.6
YDR496C	PUF6	1.0	2.9	2.7	4.1
YDR497C	ITR1	2.8	6.1	5.6	7.9
YDR498C	SEC20	5.4	6.7	5.7	9.5
YDR499W	LCD1	4.9	6.6	5.1	14.4
YDR500C	RPL37B	5.7	29.2	22.8	38.4
YDR505C	PSP1	5.0	9.0	6.3	15.6
YDR506C	GMC1	2.8	7.3	5.7	11.5
YDR507C	GIN4	2.1	4.9	4.1	9.7
YDR508C	GNP1	2.4	4.3	3.9	6.1
YDR510W	SMT3	5.3	11.3	9.6	16.1
YDR511W	ACN9	4.9	7.6	6.0	11.3
YDR512C	EMI1	4.8	10.3	8.3	14.2
YDR513W	GRX2	12.0	20.5	14.6	34.0
YDR514C		1.2	1.9	1.8	3.2
YDR517W	GRH1	6.2	13.9	11.3	18.0
YDR518W	EUG1	4.0	17.1	13.8	23.2
YDR519W	FPR2	3.0	9.1	6.9	11.3
YDR524C	AGE1	2.2	3.8	3.0	7.2
YDR525W-A	SNA2	2.2	3.1	2.8	3.9
YDR527W	RBA50	2.0	3.9	3.4	6.3
YDR528W	HLR1	2.0	3.7	2.8	7.5
YDR529C	QCR7	7.8	17.8	12.5	26.7
YDR530C	APA2	7.4	11.1	8.0	17.6
YDR531W	CAB1	2.3	6.2	5.1	8.8
YDR532C	KRE28	6.6	6.8	5.6	11.2
YDR534C	FIT1	20.7	32.3	20.4	59.6
YDR536W	STL1	2.6	7.7	5.9	12.7
YDR538W	PAD1	3.1	8.5	6.3	13.9
YDR539W	FDC1	4.8	22.9	19.0	29.1
YEL001C	IRC22	6.0	17.3	13.6	23.4
YEL002C	WBP1	4.8	14.8	12.1	18.5
YEL003W	GIM4	3.6	9.6	7.4	14.3
YEL004W	YEA4	4.4	8.2	6.7	14.0
YEL005C	VAB2	6.4	13.9	9.1	19.1
YEL006W	YEA6	3.5	4.7	4.1	7.4
YEL007W	MIT1	2.1	4.9	3.9	7.9
YEL009C	GCN4	2.6	11.2	9.0	16.0
YEL012W	UBC8	8.3	9.8	7.8	16.4
YEL013W	VAC8	6.9	49.2	34.1	74.4
YEL015W	EDC3	3.4	7.8	5.7	13.2
YEL016C	NPP2	2.8	3.8	3.6	5.5
YEL017C-A	PMP2	3.8	14.2	10.7	18.1
YEL017W	GTT3	4.0	5.6	5.1	7.3
YEL018W	EAF5	2.4	4.2	3.2	7.1
YEL019C	MMS21	1.7	1.4	1.3	2.2
YEL020W-A	TIM9	2.6	7.2	5.5	10.6
YEL021W	URA3	4.7	31.8	20.9	57.5
YEL022W	GEA2	4.6	28.0	14.7	48.8
YEL024W	RIP1	4.1	5.7	5.1	8.2
YEL026W	SNU13	3.3	11.3	8.8	17.1
YEL027W	VMA3	4.8	20.7	15.7	29.0
YEL029C	BUD16	1.9	3.3	2.9	5.0
YEL030W	ECM10	3.8	17.5	13.1	25.5
YEL031W	SPF1	2.6	8.6	7.3	12.3
YEL032W	MCM3	1.2	4.6	4.1	8.7
YEL036C	ANP1	2.0	4.3	3.7	7.1
YEL037C	RAD23	3.5	10.2	9.2	13.1
YEL038W	UTR4	4.6	9.5	6.2	13.7
YEL040W	UTR2	2.3	4.8	4.4	6.1
YEL041W	YEF1	8.1	13.2	9.7	20.2
YEL042W	GDA1	2.5	5.0	4.5	6.0
YEL043W		7.1	17.3	12.2	27.8
YEL044W	IES6	2.5	5.5	4.7	6.8
YEL046C	GLY1	1.4	4.9	4.6	6.2
YEL048C	TCA17	1.7	2.6	2.5	3.5
YEL050C	RML2	3.6	5.6	4.8	8.5
YEL051W	VMA8	5.1	18.1	13.8	22.4
YEL052W	AFG1	3.4	6.2	5.4	8.3
YEL053C	MAK10	2.1	4.9	4.0	6.4
YEL054C	RPL12A	2.3	11.1	8.8	15.1
YEL055C	POL5	3.0	34.0	19.0	64.5
YEL058W	PCM1	5.0	23.7	17.3	30.7
YEL061C	CIN8	3.9	5.2	4.4	8.1
YEL062W	NPR2	8.2	14.2	10.5	24.3
YEL063C	CAN1	2.6	4.2	3.9	6.2
YEL064C	AVT2	2.2	5.4	4.3	9.2
YEL065W	SIT1	2.2	5.3	4.8	7.8
YEL066W	HPA3	5.1	19.3	14.1	28.0
YEL071W	DLD3	2.9	10.1	7.9	14.9
YEL072W	RMD6	18.8	22.1	12.1	41.8
YER001W	MNN1	1.5	2.9	2.8	3.7
YER002W	NOP16	2.4	3.4	3.2	4.8
YER003C	PMI40	4.9	59.7	42.2	89.8
YER004W	FMP52	9.7	36.6	27.1	56.9
YER005W	YND1	3.4	5.9	5.1	9.2
YER006W	NUG1	2.5	7.3	6.5	9.1
YER007C-A	TMA20	4.8	18.5	14.4	23.4
YER008C	SEC3	6.6	32.4	20.5	50.1
YER009W	NTF2	7.0	26.4	18.3	35.4
YER010C		3.6	11.1	7.9	15.8
YER012W	PRE1	4.6	8.5	7.1	13.7
YER013W	PRP22	2.4	6.5	5.2	12.0
YER014W	HEM14	6.3	16.4	11.2	24.6
YER016W	BIM1	2.4	6.6	5.3	9.0
YER017C	AFG3	4.1	6.1	4.6	10.3
YER019C-A	SBH2	4.8	16.1	12.8	19.9
YER019W	ISC1	3.5	5.8	5.0	8.1
YER020W	GPA2	3.7	6.5	5.3	11.3
YER021W	RPN3	6.6	12.6	8.5	22.1
YER022W	SRB4	2.6	6.5	5.0	10.9
YER023W	PRO3	6.7	57.6	38.3	121.0
YER025W	GCD11	1.8	5.3	4.5	7.8
YER026C	CHO1	2.9	5.2	4.8	6.6
YER027C	GAL83	3.7	5.7	4.8	7.8
YER028C	MIG3	3.7	5.2	4.6	7.1
YER029C	SMB1	3.3	4.9	4.1	7.3
YER030W	CHZ1	5.7	20.5	14.8	27.4
YER031C	YPT31	6.1	14.0	9.9	21.6
YER032W	FIR1	3.3	3.6	3.5	5.1
YER033C	ZRG8	4.6	9.9	6.6	16.2
YER034W		1.7	2.4	2.3	3.2
YER035W	EDC2	10.4	18.3	10.7	32.6
YER036C	ARB1	3.2	10.1	8.0	16.3
YER038C	KRE29	3.4	6.6	5.2	9.8
YER039C	HVG1	6.8	5.3	4.6	9.3
YER040W	GLN3	2.3	5.1	4.1	9.2
YER041W	YEN1	4.0	5.4	4.6	9.3
YER044C	ERG28	5.4	10.4	8.8	14.2
